IKK BW u. He. (vorm. IKK BaWü);106801730;;;;;;72250;Freudenstadt;Turnhallestr. 20;72234;Freudenstadt;Postfach 449;;;;;101500154;;;56302
IKK BW u. He. (vorm. IKK BaWü);106901797;;;;;;76135;Karlsruhe;Steinhaeuserstr. 13;76019;Karlsruhe;Postfach 3369;;;;;101500154;;;52301
IKK BW u. He. (vorm. IKK BaWü);107001756;;;;;;69115;Heidelberg;Kurfürsten-Anlage 59;69021;Heidelberg;Postfach 103129;;;;;101500154;;;53301
IKK BW u. He. (vorm. IKK BaWü);107001825;;;;;;68167;Mannheim;Friedrich-Ebert-Str. 103;;;;68302;Mannheim;;;101500154;;;53302
IKK BW u. He. (vorm. IKK BaWü);107101699;;;;;;75365;Calw;Badstr. 50;75352;Calw;Postfach 1246;;;;;101500154;;;54302
IKK BW u. He. (vorm. IKK BaWü);107101859;;;;;;75172;Pforzheim;Zerrennerstr. 47;75105;Pforzheim;Postfach 506;;;;;101500154;;;54301
IKK BW u. He. (vorm. IKK BaWü);107401705;;;;;;79312;Emmendingen;Hebelstr. 29;79304;Emmendingen;Postfach 1470;;;;;101500154;;;57303
IKK BW u. He. (vorm. IKK BaWü);107401727;;;;;;79098;Freiburg;Wilhelmstr. 3a;79008;Freiburg;Postfach 850;;;;;101500154;;;57301
IKK BW u. He. (vorm. IKK BaWü);107401807;;;;;;79539;Lörrach;Palmstr. 6;79505;Lörrach;Postfach 1540;;;;;101500154;;;57302
IKK BW u. He. (vorm. IKK BaWü);107501784;;;;;;78628;Rottweil;Steinhauserstr. 18;78613;Rottweil;Postfach 1365;;;;;101500154;;;58304
IKK BW u. He. (vorm. IKK BaWü);107501864;;;;;;78315;Radolfzell;Karl-Buecheler-Str. 8;78303;Radolfzell;Postfach 1308;;;;;101500154;;;58303
IKK BW u. He. (vorm. IKK BaWü);107501900;;;;;;79713;Bad Säckingen;Scheffelstr. 23;79702;Bad Säckingen;Postfach 1140;;;;;101500154;;;58301
IKK BW u. He. (vorm. IKK BaWü);107501955;;;;;;78048;Villingen-Schwenningen;Sebastian-Kneipp-Str. 50;78005;Villingen-Schwenningen;Postfach 1548;;;;;101500154;;;58302
IKK BW u. He. (vorm. IKK BaWü);107601843;;;;;;77652;Offenburg;Wasserstr. 17;77607;Offenburg;Postfach 1760;;;;;101500154;;;59303
IKK BW u. He. (vorm. IKK BaWü);107801878;;;;;;88212;Ravensburg;Gartenstr. 18;88185;Ravensburg;Postfach 1567;;;;;101500154;;;62305
IKK BW u. He. (vorm. IKK BaWü);107801890;;;;;;72762;Reutlingen;Konrad-Adenauer-Str. 21;72709;Reutlingen;Postfach 1954;;;;;101500154;;;62301
IKK BW u. He. (vorm. IKK BaWü);107801947;;;;;;89077;Ulm;Neue Str. 3;89014;Ulm;Postfach 2465;;;;;101500154;;;62306
IKK BW u. He. (vorm. IKK BaWü);108001667;;;;;;73430;Aalen;Curfess-Str. 4-6;73404;Aalen;Postfach 1404;;;;;101500154;;;61307
IKK BW u. He. (vorm. IKK BaWü);108001689;;;;;;71034;Böblingen-Leonberg;Calwer Str. 7;71004;Böblingen-Leonberg;Postfach 1480;;;;;101500154;;;61309
IKK BW u. He. (vorm. IKK BaWü);108001714;;;;;;73728;Esslingen;Bahnhofplatz 2;73701;Esslingen;Postfach 31;;;;;101500154;;;61301
IKK BW u. He. (vorm. IKK BaWü);108001747;;;;;;73033;Göppingen;Gartenstr. 10;73013;Göppingen;Postfach 1360;;;;;101500154;;;61302
IKK BW u. He. (vorm. IKK BaWü);108001769;;;;;;89518;Heidenheim;Schlossstr. 32;89504;Heidenheim;Postfach 1463;;;;;101500154;;;61308
IKK BW u. He. (vorm. IKK BaWü);108001770;;;;;;74072;Heilbronn;Innsbrucker Str. 12;;;;;;;;101500154;;;61303
IKK BW u. He. (vorm. IKK BaWü);108001816;;;;;;71636;Ludwigsburg;Saarstr. 15;71606;Ludwigsburg;Postfach 604;;;;;101500154;;;61304
IKK BW u. He. (vorm. IKK BaWü);108001838;;;;;;72622;Nürtingen;Europastr. 28;72604;Nürtingen;Postfach 1480;;;;;101500154;;;61314
IKK BW u. He. (vorm. IKK BaWü);108001883;;;;;;71332;Waiblingen;Oppenländer Str. 38;71303;Waiblingen;Postfach 1333;;;;;101500154;;;61311
IKK BW u. He. (vorm. IKK BaWü);108001918;;;;;;73525;Schwäbisch Gmünd;Leutzestr. 53;73504;Schwäbisch Gmünd;Postfach 1420;;;;;101500154;;;61310
IKK BW u. He. (vorm. IKK BaWü);108001929;;;;;;70174;Stuttgart;Hospitalstr. 33;70020;Stuttgart;Postfach 102442;;;;;101500154;;;61305
IKK BW u. He. (vorm. IKK BaWü);108001930;;;;;;97941;Tauberbischofsheim;Pestalozziallee 11;97932;Tauberbischofsheim;Postfach 1229;;;;;101500154;;;61315
IKK BW u.HE (Mitarbeiterkasse);108001974;;;;;;70178;Stuttgart;Paulinenstraße 50;;;;;;;;101500154;;;
IKK BW u.He.(vorm. IKK Hessen);105201516;;;;;;64625;Bensheim;Werner-Von-Siemens-Str. 30;64604;Bensheim;Postfach 1463;;;;;105801603;;;39301
IKK BW u.He.(vorm. IKK Hessen);105201527;;;;;;64625;Bensheim;Werner-Von-Siemens-Str. 30;64604;Bensheim;Postfach 1463;;;;;101500154;;;39301
IKK BW u.He.(vorm. IKK Hessen);105301540;;;;;;60325;Frankfurt;Mendelssohnstr. 43;60077;Frankfurt;Postfach 170319;;;;;101500154;;;40304
IKK BW u.He.(vorm. IKK Hessen);105301551;;;;;;63450;Hanau;Friedrich-Ebert-Anlage 18;;;;;;;;101500154;;;
IKK BW u.He.(vorm. IKK Hessen);105301562;;;;;;65719;Hofheim;Hattersheimer Str. 3;;;;;;;;101500154;;;
IKK BW u.He.(vorm. IKK Hessen);105301584;;;;;;63073;Offenbach;Markwaldstr. 11;;;;;;;;101500154;;;40304
IKK BW u.He.(vorm. IKK Hessen);105401530;;;;;;35683;Dillenburg;Rolfesstr. 1a;35664;Dillenburg;Postfach 1442;;;;;101500154;;;41301
IKK BW u.He.(vorm. IKK Hessen);105501575;;;;;;34117;Kassel;Kurfürstenstr. 10-12;34019;Kassel;Postfach 101943;;;;;101500154;;;
IKK BW u.He.(vorm. IKK Hessen);105801603;;;;;;65189;Wiesbaden;Abraham-Lincoln-Str. 32;;;;;;;;101500154;;;
IKK Brandenb. u. Berlin (West);109500275;;;;;;10787;Berlin;Keithstr. 9-11;10722;Berlin;Postfach 301141;;;;;109500297;;;72301
IKK Brandenb. u. Berlin (West);109500286;;;;;;14480;Potsdam;Ziolkowstr. 6;;;;;;;;109500297;;;
IKK Brandenb. u. Berlin (West);109500297;;;;;;10787;Berlin;Keithstr. 9-11;10727;Berlin;Postfach 303540;;;;;109500297;;;72302
IKK Brandenb. u. Berlin (West);109500300;;;;;;10787;Berlin;Keithstr. 9-11;10727;Berlin;Postfach 303540;;;;;109500297;;;72302
IKK Brandenburg u.Berlin (Ost);100602315;;;;;;14772;Brandenburg;Berner Str. 7;14748;Brandenburg;Postfach 1725;;;;;100602360;;;79301
IKK Brandenburg u.Berlin (Ost);100602348;;;;;;16816;Neuruppin;Fehrbelliner Strasse 3;16802;Neuruppin;Postfach 1361;;;;;100602360;;;
IKK Brandenburg u.Berlin (Ost);100602359;;;;;;14480;Potsdam;Ziolkowskistr. 6;14438;Potsdam;Postfach 900251;;;;;100602360;;;83301
IKK Brandenburg u.Berlin (Ost);100602360;;;;;;14480;Potsdam;Ziolkowskistr. 6;14438;Potsdam;Postfach 900251;;;;;100602360;;;83301
IKK Brandenburg u.Berlin (Ost);100702327;;;;;;03099;Kolkwitz;Gewerbeparkstr. 12;03006;Kolkwitz;Postfach 100662;;;;;100602360;;;
IKK Brandenburg u.Berlin (Ost);100802339;;;;;;15230;Frankfurt/Oder;Ferdinandstr. 13;15203;Frankfurt/Oder;Postfach 371;;;;;100602360;;;
IKK Brandenburg u.Berlin (Ost);109702202;;;;;;10787;Berlin;Keithstr. 9-11;;;;;;;;100602360;;;
IKK Brandenburg u.Berlin (Ost);109702213;;;;;;10787;Berlin;Keithstr. 9-11;;;;;;;;100602360;;;
IKK Brandenburg u.Berlin (Ost);109702224;;;;;;10787;Berlin;Keithstr. 9-11;;;;;;;;100602360;;;
IKK Brandenburg u.Berlin (Ost);109702235;;;;;;10787;Berlin;Keithstr. 9-11;;;;;;;;100602360;;;00000
IKK Brandenburg u.Berlin (Ost);109702246;;;;;;10787;Berlin;Keithstr. 9-11;;;;;;;;100602360;;;00000
IKK Classic (Ost);107202793;;;;;;01099;Dresden;Tannenstraße 4b;;;;;;;;107202793;;;
IKK Classic (West);101500154;;;;;;01099;Dresden;Tannenstraße 4b;;;;;;;;101500154;;;02301
IKK Herzberg;102000457;;;;;;37412;Herzberg;Hindenburgstr. 27 a;37404;Herzberg;Postfach 1465;;;;;102100620;;;08304
IKK Niedersachsen (Ost);105903150;;;;;;99734;Nordhausen;Stollberger Str. 8;;;;;;;;105903149;;;86303
IKK Niedersachsen (West);101900374;;;;;;38100;Braunschweig;Echternstraße 30-32;38022;Braunschweig;Postfach 3219;;;;;102100620;;;07301
IKK Niedersachsen (West);101900535;;;;;;31224;Peine;Im Forstkamp 5;31203;Peine;Postfach 1348;;;;;102100620;;;07303
IKK Niedersachsen (West);101900615;;;;;;29378;Wittingen;Spittastr. 50;29371;Wittingen;Postfach 1110;;;;;102100620;;;07305
IKK Niedersachsen (West);102000413;;;;;;37073;Göttingen;Untere Maschstr. 27;;;;;;;;102100620;;;07301
IKK Niedersachsen (West);102000505;;;;;;37154;Northeim;Breite Str. 37;37143;Northeim;Postfach 1346;;;;;102100620;;;08303
IKK Niedersachsen (West);102100436;;;;;;30159;Hannover;Herrenstr. 9;30030;Hannover;Postfach 3020;;;;;102100620;;;09302
IKK Niedersachsen (West);102100620;;;;;;30159;Hannover;Brüder Str. 5;30031;Hannover;Postfach 3109;;;;;102100620;;;
IKK Niedersachsen (West);102200460;;;;;;31137;Hildesheim;Cheruskerring 47;31107;Hildesheim;Postfach 100751;;;;;102100620;;;10301
IKK Niedersachsen (West);102300472;;;;;;21337;Lüneburg;Stadtkoppel 10;21311;Lüneburg;Postfach 2124;;;;;102100620;;;11302
IKK Niedersachsen (West);102400393;;;;;;27749;Delmenhorst;Lange Str. 72;27733;Delmenhorst;Postfach 1365;;;;;102100620;;;12301
IKK Niedersachsen (West);102400576;;;;;;49377;Vechta;An der Graefte 22;49361;Vechta;Postfach 1262;;;;;102100620;;;12303
IKK Niedersachsen (West);102500361;;;;;;48529;Nordhorn;Seilerbahn 13;48505;Nordhorn;Postfach 1620;;;;;102100620;;;13301
IKK Niedersachsen (West);102500485;;;;;;49324;Melle;Gesmolder Str. 9;49303;Melle;Postfach 165;;;;;102100620;;;13303
IKK Niedersachsen (West);102500522;;;;;;49078;Osnabrück;Rheiner Landstr. 93/95;49093;Osnabrück;Postfach 6061;;;;;102100620;;;13304
IKK Niedersachsen (West);102600567;;;;;;21680;Stade;Am Schwingedeich 1;21654;Stade;Postfach 1449;;;;;102100620;;;14301
IKK Niedersachsen (West);102700580;;;;;;27283;Verden;Hospitalstr. 3;27266;Verden;Postfach 1640;;;;;102100620;;;15302
IKK Niedersachsen Ost;105903149;;;;;;30159;Hannover;Brüderstr. 5;;;;;;;;105903149;;;89303
IKK Nord (vorm. IKK MV);100202527;;;;;;19061;Schwerin;Ellerried 1;19025;Schwerin;Postfach 040154;;;;;100202549;;;78301
IKK Nord (vorm. IKK MV);100302539;;;;;;18055;Rostock;Blücherstr. 27 c;18003;Rostock;Postfach 102014;;;;;100202549;;;78302
IKK Nord (vorm. IKK MV);100402518;;;;;;17034;Neubrandenburg;Greifsstr. 107;17007;Neubrandenburg;Postfach 1713;;;;;100202549;;;78303
IKK Nord (vorm. IKK SH);101300038;;;;;;23701;Eutin;Elisabethstr. 42;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101300049;;;;;;24937;Flensburg;Augustastr. 3 -5;;;;;;;;101300129;;;01310
IKK Nord (vorm. IKK SH);101300050;;;;;;24114;Kiel;Königsweg 38;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101300061;;;;;;23560;Lübeck;Kronsforder Allee 5;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101300072;;;;;;25704;Meldorf;Zingelstr. 50;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101300083;;;;;;23758;Oldenburg;Schuhstr. 68;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101300094;;;;;;23909;Ratzeburg;Große Kreuzstr. 7;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101300107;;;;;;24768;Rendsburg;Thormannplatz 8-10;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101300118;;;;;;25746;Heide;Rungholtstr. 5c;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101302564;;;;;;22926;Ahrensburg;Bei der Alten Kate 4;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101302575;;;;;;23795;Bad Segeberg;Hamburger Str. 16;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101302586;;;;;;25524;Itzehoe;Lindenstr. 44;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101302597;;;;;;24534;Neumünster;Großflecken 71;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101302600;;;;;;22844;Norderstedt;Ulzburger Str. 563c;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101302611;;;;;;25421;Pinneberg;Bismarckstr. 2;;;;;;;;101300129;;;
IKK Nord (vorm. IKK SH);101302622;;;;;;24306;Plön;Lange Str. 51;;;;;;;;101300129;;;
IKK Nordrhein;104001441;;;;;;51429;Bergisch Gladbach;Kölner Str. 3;51406;Bergisch Gladbach;Postfach 10 06 60;;;;;101500154;;;27308
IKK Nordrhein;104101113;;;;;;52062;Aachen;Achterstr. 11;52008;Aachen;Postfach 726;;;;;101500154;;;21301
IKK Nordrhein;104101146;;;;;;52349;Düren;Oberstr. 135;52309;Düren;Postfach 100954;;;;;104001441;;;21302
IKK Nordrhein;104201158;;;;;;40227;Duesseldorf;Ludwig-Erhard-Allee 7;40001;Duesseldorf;Postfach 101048;;;;;101500154;;;24301
IKK Nordrhein;104201249;;;;;;42781;Haan;Doerpfeldstr. 1;42765;Haan;Postfach 102180;;;;;101500154;;;24303
IKK Nordrhein;104401161;;;;;;47058;Duisburg;Hansastr. 71;47007;Duisburg;Postfach 100753;;;;;104001441;;;25301
IKK Nordrhein;104401207;;;;;;47441;Moers;Moerser Benden 2;47406;Moers;Postfach 101660;;;;;101500154;;;25306
IKK Nordrhein;104401252;;;;;;47441;Moers;Moerser Benden 2;47406;Moers;Postfach 101660;;;;;101500154;;;25306
IKK Nordrhein;104401412;;;;;;47441;Moers;Moerser Benden 2;47406;Moers;Postfach 101660;;;;;101500154;;;25306
IKK Nordrhein;104501173;;;;;;45127;Essen;Akazienallee 2;;;;45117;Essen;Postfach 101735;;101500154;;;31301
IKK Nordrhein;104501264;;;;;;45470;Muelheim/Ruhr;Sigismundstr. 2;45409;Muelheim/Ruhr;Postfach 100953;;;;;104001441;;;31302
IKK Nordrhein;104501286;;;;;;45470;Muelheim;Sigismundstr. 2;45409;Muelheim;Postfach 100953;;;;;101500154;;;31303
IKK Nordrhein;104601129;;;;;;51469;Bergisch Gladbach;Bensberger Str. 169;51434;Bergisch Gladbach;Postfach 200446;;;;;101500154;;;27308
IKK Nordrhein;104601130;;;;;;53115;Bonn;Meckenheimer Allee 67/69;53008;Bonn;Postfach 1807;;;;;101500154;;;27301
IKK Nordrhein;104601185;;;;;;53879;Euskirchen;Koelner Str. 123;53865;Euskirchen;Postfach 1564;;;;;101500154;;;27304
IKK Nordrhein;104601210;;;;;;50858;Köln;Aachener Str. 1057;50833;Köln;Postfach 400346;;;;;101500154;;;27306
IKK Nordrhein;104601301;;;;;;50858;Köln;Aachener Str. 1057;50833;Köln;Postfach 400346;;;;;101500154;;;27306
IKK Nordrhein;104601403;;;;;;50858;Köln;Aachener Str. 1057;50833;Köln;Postfach 400346;;;;;101500154;;;27306
IKK Nordrhein;104801198;;;;;;41747;Viersen;Theodor-Heuss-Platz 5/7;41706;Viersen;Postfach 100653;;;;;101500154;;;28202
IKK Nordrhein;104801223;;;;;;41747;Viersen;Theodor-Heuss-Platz 5/7;41706;Viersen;Postfach 100653;;;;;101500154;;;28302
IKK Nordrhein;104801234;;;;;;41747;Viersen;Theodor-Heuss-Platz 5/7;41706;Viersen;Postfach 100653;;;;;104001441;;;28302
IKK Nordrhein;104901291;;;;;;51469;Bergisch Gladbach;Bensberger Str. 169;51434;Bergisch Gladbach;Postfach 200446;;;;;104001441;;;27308
IKK Nordrhein;104901315;;;;;;42655;Solingen;Kronprinzenstr. 12;42629;Solingen;Postfach 220161;;;;;104001441;;;37303
IKK Südwest;109303301;;;;;;66111;Saarbrücken;Berliner Promenade 1;;;;;;;;109303301;;;73310
IKK Weser-Ems;102400510;;;;;;26122;Oldenburg;Tannenstr. 11-13;26020;Oldenburg;Postfach 3009;;;;;103170002;;;12302
IKK classic;105903116;;;;;;99091;Erfurt;Mittelhäuser Straße 68;99003;Erfurt;Postfach 114;;;;;107202793;;;89301
IKK classic;108001963;;;;;;71636;Ludwigsburg;Schlachthofstraße 3;;;;;;;;101500154;;;
IKK gesund plus (Ost);101202961;;;;;;39124;Magdeburg;Umfassungsstrasse 85;39008;Magdeburg;Postfach 1826;;;;;101202961;;;87301
IKK gesund plus (West);103100201;;;;;;28329;Bremen;Konrad-Adenauer-Allee 42;28323;Bremen;Postfach 41 02 63;;;;;103100201;;;03301
ITSCare DAV;107310373;;;;;;34613;Schwalmstadt;Fünftenweg 31;;;;;;;;107310373;;da@dta.aok.de;
KK für den Gartenbau;105508890;;;;;;34131;Kassel;Weißensteinstr. 70-72;;;;;;;;105508890;;;
KKH;100175502;;;;;;;;;30125;Hannover;;;;;;102171012;;;78603
KKH;100575506;;;;;;;;;30125;Hannover;;;;;;102171012;;;83603
KKH;100975500;;;;;;;;;30125;Hannover;;;;;;102171012;;;88603
KKH;101375506;;;;;;;;;30125;Hannover;;;;;;102171012;;;01603
KKH;101575508;;;;;;;;;30125;Hannover;;;;;;102171012;;;02603
KKH;101775500;;;;;;;;;30125;Hannover;;;;;;102171012;;;17603
KKH;102171012;;;;;;;;;30125;Hannover;;30144;Hannover;;;102171012;;;74603
KKH;103075507;;;;;;;;;30125;Hannover;;;;;;102171012;;;05603
KKH;103475501;;;;;;;;;30125;Hannover;;;;;;102171012;;;20603
KKH;104075509;;;;;;;;;30125;Hannover;;;;;;102171012;;;38603
KKH;105075502;;;;;;;;;30125;Hannover;;;;;;102171012;;;93603
KKH;105175503;;;;;;;;;30125;Hannover;;;;;;102171012;;;46603
KKH;106275506;;;;;;;;;30125;Hannover;;;;;;102171012;;;48603
KKH;106375507;;;;;;;;;30125;Hannover;;;;;;102171012;;;47603
KKH;106475508;;;;;;;;;30125;Hannover;;;;;;102171012;;;49603
KKH;106575509;;;;;;;;;30125;Hannover;;;;;;102171012;;;50603
KKH;106775501;;;;;;;;;30125;Hannover;;;;;;102171012;;;55603
KKH;107275508;;;;;;;;;30125;Hannover;;;;;;102171012;;;98603
KKH;107375509;;;;;;;;;30125;Hannover;;;;;;102171012;;;60603
KKH;107875504;;;;;;;;;30125;Hannover;;;;;;102171012;;;62603
KKH;108075508;;;;;;;;;30125;Hannover;;;;;;102171012;;;61603
KKH;108375501;;;;;;;;;30125;Hannover;;;;;;102171012;;;71603
KKH;109375503;;;;;;;;;30125;Hannover;;;;;;102171012;;;73603
KKH;109575505;;;;;;;;;30125;Hannover;;;;;;102171012;;;72603
Knappschaft;109905003;;;;;;;;;45004;Essen;Postfach 100453;;;;;109905003;;le@bitmarck-daten.de;74701
Knappschaft Bayern;108405006;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;108405006;;;63701
Knappschaft Berlin;109505009;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;109505009;;;72701
Knappschaft Berlin-Ost;109705001;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;109705001;;;72701
Knappschaft Brandenburg;100705002;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;100705002;;;80701
Knappschaft Bremen;103105002;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;103105002;;;03701
Knappschaft Hamburg;101505002;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;101505002;;;02701
Knappschaft Hessen;105505001;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;105505001;;;42701
Knappschaft Koblenz;106305001;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;106305001;;;47701
Knappschaft Meckl.-Vorp.;100105006;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;100105006;;;78701
Knappschaft Nieders.;102105000;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;102105000;;;09701
Knappschaft Nordbaden;106905007;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;106905007;;;52701
Knappschaft Nordrhein;104405007;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;104405007;;;25701
Knappschaft Nordwürtt.;108005002;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;108005002;;;61701
Knappschaft Pfalz;106405002;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;106405002;;;49701
Knappschaft Rheinhessen;106205000;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;106205000;;;48701
Knappschaft Saarland;109305007;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;109305007;;;73701
Knappschaft Sachsen;107705007;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;107705007;;;94701
Knappschaft Sachsen-Anh.;101005007;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;101005007;;;85701
Knappschaft Schl.-Holst.;101305000;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;101305000;;;01701
Knappschaft Südbaden;107405004;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;107405004;;;57701
Knappschaft Südwürtt.;107805008;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;107805008;;;62701
Knappschaft Thüringen;106005008;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;106005008;;;90701
Knappschaft Trier;106505003;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;106505003;;;50701
Knappschaft Westf.-Lippe;103505006;;;;;;44799;Bochum;Knappschaftstr. 1;;;;;;;;103505006;;;18701
Koenig & Bauer BKK;108831386;;;;;;01445;Radebeul;Friedrich-List-Str. 8;;;;;;;;108831386;;;
Koenig & Bauer BKK;108833674;;;;;;97080;Würzburg;Friedrich-Koenig-Str. 4;97010;Würzburg;Postfach 6060;;;;;108833674;;;
LKK Baden-Württemberg;108008880;;;;;;34131;Kassel;Weißensteinstr. 70-72;;;;;;;;108008880;;;
LKK Franken und Oberbayern;108608820;;;;;;34131;Kassel;Weißensteinstr. 70-72;;;;;;;;108608820;;;
LKK Hessen,Rheinl.-Pf.,Saarl.;105508787;;;;;;34131;Kassel;Weißensteinstr. 70-72;;;;;;;;105508787;;;
LKK Mittel- u. Ostdeutschland;100609049;;;;;;34131;Kassel;Weißensteinstr. 70-72;;;;;;;;100609049;;;
LKK N.bayern/Oberpf. u. Schwa.;109008837;;;;;;34131;Kassel;Weißensteinstr. 70-72;;;;;;;;109008837;;;
LKK Niedersachsen-Bremen;102108731;;;;;;34131;Kassel;Weißensteinstr. 70-72;;;;;;;;102108731;;;
LKK Nordrhein-Westfalen;103708773;;;;;;34131;Kassel;Weißensteinstr. 70-72;;;;;;;;103708773;;;
LKK Schlesw.-Holst. u. Hamburg;101308719;;;;;;34131;Kassel;Weißensteinstr. 70-72;;;;;;;;101308719;;;
Mercedes-Benz BKK;108030775;;;;;;28309;Bremen;Mercedesstr. 1;;;;28178;Bremen;;;108030775;;;
Mercedes-Benz BKK Ost;108038078;;;;;;28309;Bremen;Mercedesstr. 1;;;;28178;Bremen;;;108038078;;;
Metzinger BKK;107835743;;;;;;72555;Metzingen;Stuttgarter Str. 15;72543;Metzingen;Postfach 1251;;;;;108035612;;;
Metzinger BKK Ost;107820029;;;;;;72555;Metzingen;Stuttgarter Str. 15;72543;Metzingen;Postfach 1251;;;;;108034508;;;
Mobil Krankenkasse;101520078;;;;;;29221;Celle;Burggrafstr. 1;;;;;;;;101520078;;;
Mobil Krankenkasse;102120076;;;;;;29221;Celle;Burggrafstr. 1;;;;;;;;101520078;;;
Mobil Krankenkasse NETZ-PNWÜ;108891539;;;;;;29221;Celle;Burggrafstr. 1;;;;;;;;101520078;;;
Mobil Krankenkasse Ost;102192471;;;;;;29221;Celle;Burggrafstr. 1;;;;;;;;101520078;;;
Novitas BKK;101391700;;;;;;20457;Hamburg;Hermann-Blohm-Str. 3;;;;47050;Duisburg;;;104491707;;;
Novitas BKK;104437993;;;;;;20457;Hamburg;Hermann-Blohm-Str. 3;;;;47050;Duisburg;;;104491707;;;
Novitas BKK;104491707;;;;;;20457;Hamburg;Hermann-Blohm-Str. 3;;;;47050;Duisburg;;;104491707;;;
Novitas BKK Abr.-IK;101522116;;;;;;20457;Hamburg;Hermann-Blohm-Str. 3;;;;47050;Duisburg;;;104491707;;;
Novitas BKK Wahltarif;101392518;;;;;;20457;Hamburg;Hermann-Blohm-Str. 3;;;;47050;Duisburg;;;104491707;;;
Novitas BKK/Ost;101391711;;;;;;20457;Hamburg;Hermann-Blohm-Str. 3;;;;47050;Duisburg;;;104491718;;;
Novitas BKK/Ost;104491718;;;;;;20457;Hamburg;Hermann-Blohm-Str. 3;;;;47050;Duisburg;;;104491718;;;
Novitas BKK/Ost Abr.-IK;101522105;;;;;;20457;Hamburg;Hermann-Blohm-Str. 3;;;;47050;Duisburg;;;104491718;;;
R+V BKK;105823040;;;;;;65205;Wiesbaden;Kreuzberger Ring 21;65102;Wiesbaden;Postfach 420163;;;;;105823040;;;
R+V BKK/OST;105823051;;;;;;65205;Wiesbaden;Kreuzberger Ring 21;65102;Wiesbaden;Postfach 420163;;;;;105823051;;;
SBK Abr.-IK;108033244;;;;;;89520;Heidenheim;In den Seewiesen 26;;;;;;;;108433248;;;
SBK HV Ost;108223858;;;;;;80339;München;Heimeranstr. 31-33;80017;München;Postfach 201765;;;;;108223858;;;
SBK HV West;108433248;;;;;;80339;München;Heimeranstr. 31-33;80017;München;Postfach 201765;;;;;108433248;;;
SECURVITA BKK;101320032;;;;;;20099;Hamburg;Lübeckertordamm 1-3;20039;Hamburg;Postfach 105829;;;;;101320032;;;
SECURVITA BKK;101392222;;;;;;;;;20036;Hamburg;Postfach 105303;;;;;101320032;;;
SECURVITA BKK (IGV);101392164;;;;;;20099;Hamburg;Lübeckertordamm 1-3;20039;Hamburg;Postfach 105829;;;;;101320032;;;
SECURVITA BKK Abr.-IK;101392255;;;;;;20099;Hamburg;Lübeckertordamm 1-3;20039;Hamburg;Postfach 105829;;;;;101320032;;;
SECURVITA BKK/Ost;101320942;;;;;;20099;Hamburg;Lübeckertordamm 1-3;20039;Hamburg;Postfach 105829;;;;;101320942;;;
SECURVITA BKK/Ost;101392460;;;;;;;;;20036;Hamburg;Postfach 105303;;;;;101320942;;;
SECURVITA BKK/Ost Abr.-IK;101392266;;;;;;20099;Hamburg;Lübeckertordamm 1-3;20039;Hamburg;Postfach 105829;;;;;101320942;;;
SIEMAG BKK;103525567;;;;;;57271;Hilchenbach;Hillnhütter Str. 89;57264;Hilchenbach;Postfach 4160;;;;;104491707;;;
